|------
|NOME|CNPJ|SITE|EMAIL|DDD TELEFONE|TELEFONE|DDD CELULAR|CELULAR
|ATLANTA COMERCIO E IMPORTAÇÃO E EXPORTAÇÃO LTDA|13102737000167|NULL|natalia@atlantaimportadora.com.br|82|33382564|NULL|NULL
|DRUAN CONFECCOES E ACESSORIOS LTDA|38906939000192|NULL|fiscal@grottacontabil.com.br|NULL|NULL|NULL|NULL
|LCL CONTABILIDADE SS LTDA|01591495000133|NULL|lclcont@terra.com.br|NULL|NULL|NULL|NULL
|GSV COMERCIO DE ARTIGOS DE COURO LTDA-ME          |14787449000156|NULL|fiscal@grottacontabil.com|NULL|NULL|NULL|NULL
|RODRIGO A MASINI LOPES ME |07878260000103|NULL|rodoetiquetas@hotmail.com|NULL|NULL|NULL|NULL
|A C S CONTABILIDADE |04767465000123|NULL|saldanha@saldanhacontabilidade.com.br|NULL|NULL|NULL|NULL
|BOFETE INDUSTRIA DE ARTEFATOS DE CIMENTO LTDA|00141445000191|NULL|bofetevendas@hotmail.com|11|27310053|NULL|NULL
|AVIBEN COM. SIST. TEC. LTDA.|58004813000130|NULL|avibem@terra.com.br|11|20821622|NULL|NULL
|FLAVIO SPARAPAN SIQUEIRA-ME|14005639000174|NULL|flavio_sparapan_siqueira@hotmail.com|11|38362134|NULL|NULL
|JONIX INDL. CMOL. EMP. E PREST. DE SERVS. LTDA|09572419000192|NULL|saldanha@saldanhacontabilidade.com.br|11|41634141|NULL|NULL
|JOEL GOMES DE OLIVEIRA VEICULOS - ME|04182616000181|NULL|saldanha@saldanhacontabilidade.com.br|11|41945979|NULL|NULL
|WANDERLEI ALVES FERREIRA BARUERI - ME|67054346000143|NULL|saldanha@saldanhacontabilidade.com.br|11|41614820|NULL|NULL
|AMERICA ENERGIA S/A|11085823000183|NULL|saldanha@saldanhacontabilidade.com.br|11|23654800|NULL|NULL
|ROUPARIA BNK LTDA|14305043000190|NULL|nfe@roupariabnk.com.br|11|32248456|NULL|NULL
|ARUJA PETROLEO LTDA|06053385000212|NULL|arujapetroleo@ig.com.br|21|NULL|NULL|NULL
|CONFECCOES MIK BELLA LTDA ME    |08205372000166|NULL|fiscal@grottacontabil.com.br|NULL|NULL|NULL|NULL
|PURISHOP COMERCIO DE PRODUTOS NATURAIS E SUPLEMENTOS ALIMEN|07169616000130|NULL|evandro@produtospurishop.com.br|11|22258519|NULL|NULL
|ESTUDIO MICKAEL LTDA - EPP|67152314000180|NULL|estudiomickael@gmail.com|11|22314406|NULL|NULL
|J P B MOVEIS LT ME|01730162000148|NULL|jpbmoveis@uol.com.br|11|33410892|NULL|NULL
|Cassettari|43344894000140|NULL|cassettari@cassettari.com.br|11|12345678|NULL|NULL
|ITALMAQ COMERCIO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA|46199709000169|NULL|italmaq@italmaq.com.br|11|36662181|NULL|NULL
|JOSE HONORIO DA SILVA|60848942000156|NULL|jhsilva@superig.com.br|11|46855372|NULL|NULL
|ESCRITORIO CONTABIL SHOGO HIRATA LTDA |62570791000142|NULL|shogohirata@nfe.com.br|11|33350224|NULL|NULL
|FUJITEC IND COM EQUIP HIDR LT ME|43800424000143|NULL|cavaletefujitec@gmail.com|11|27829267|NULL|NULL
|BONA S COMERCIO DE CARNES LTDA |01502492000186|NULL|bonascarne@nfe.com.br|11|27171738|NULL|NULL
|FRANCISCO SOARES DO NASCIMENTO|11957238000126|NULL|nfe@terefrigeracao.com.br|11|55280746|NULL|NULL
|JOSE NIVALDO CHICONI ME|53244919000197|NULL|contato@vendamaisglp.com.br|11|27036596|NULL|NULL
|M.N.C. COMÉRCIO DE CARNES LTDA - EPP|03765142000138|NULL|mnccarnes@nfe.com.br|11|NULL|NULL|NULL
|MAX DE SÃO LUCAS COMÉRCIO DE CARNES LTDA-EPP|07608034000102|NULL|maxsaolucas@nfe.com.br|11|NULL|NULL|NULL
|CENTER CARNES BONA'S LTDA ME|61899282000103|NULL|centercarnesbonas@nfe.com.br|11|NULL|NULL|NULL
|Marca Comercio e Serviços LTDA|01647770000193|NULL|junior@inforr.com.br|95|36242696|NULL|NULL
|MAHATTHAM COM. REPRES. LTDA|01295487000140|NULL|mahattham@yahoo.com.br|11|32287891|NULL|NULL
|DROGARIA E PERFUMARIA A.CREMONEZI LTDA -ME|07374308000146|NULL|acremfarma@gmail.com|11|29125672|NULL|NULL
|PARISH INDUSTRIA E COMERCIO DE CONFECOES LTDA|00125902000154|NULL|nfe@parish.com.br|NULL|NULL|NULL|NULL
|TEMPERSIL COMERCIO DE VIDROS E CRISTAIS SOCIEDADE EMPRESARIA|00679619000174|NULL|tempersil.vidros@globo.com|11|41483828|NULL|NULL
|AUDIENS - AUDITORIA E CONTABILIDADE LTDA. |10707928000164|NULL|armando@audiens.com.br|11|45080488|NULL|NULL
|DI RIENZO E ASSOCIADOS |07262944000186|NULL|dirienzo@nfe.com.br|11|38044092|NULL|NULL
|LUNAR LUX INDUSTRIA E COMÉRCIO DE LUMINÁRIAS LTDA ME|07890293000179|NULL|lunarlux@lunarlux.com.br|NULL|NULL|NULL|NULL
|Brode Ltda|59483465000193|NULL|amigo@xml.com.br|NULL|NULL|NULL|NULL
|PR3 PLASTICOS E BORRACHAS LTDA - ME|15205688000113|NULL|pr3plastebor@pr3plastebor.com.br|11|41511863|NULL|NULL
|MARIA BERNADETE DE ANDRADE ME |08775344000184|NULL|bernadetedeandrade@hotmail.com|11|43247206|NULL|NULL
|RODRIBOR INDUSTRIA E COMÉRCIO DE BORRACHAS LTDA|07739397000187|NULL|vendas@rodribor.com.br|11|26793435|NULL|NULL
|ENVISIA GERENCIAMENTO DE ATIVOS E SERVICOS LTDA |12729135000171|NULL|evisa@nfe.com.br|11|30593900|NULL|NULL
|Tania Com. de Fios Scrilicos|44896223000154|NULL|jflusitanio@ig.com.br|11|20242947|NULL|NULL
|COMERCIO DE CARNES FLORIDA LTDA |61811808000143|NULL|contador@tennessee.com.br|11|38648782|NULL|NULL
|BOSQUE DA SAUDE CENTER CARNES LTDA EPP|08818120000102|NULL|contador@tennessee.com.br|11|55811705|NULL|NULL
|COMERCIO DE CARNES SILVA BUENO LTDA|67925701000102|NULL|contador@tennessee.com.br|11|20615447|NULL|NULL
|TENNESSEE SACOMA CARNES LTDA EPP |12473520000109|NULL|contador@tennessee.com.br|11|20617230|NULL|NULL
|CASA DE CARNES EU CHEGUEI LTDA EPP|65672339000180|NULL|contador@tennessee.com.br|11|29542884|NULL|NULL
|SO BOI CARNES E ROTISSERIE LTDA EPP|02810787000182|NULL|contador@tennessee.com.br|11|55156757|NULL|NULL
|CARNES SUPER 13 LTDA EPP |01095739000197|NULL|contador@tennessee.com.br|11|56873828|NULL|NULL
|CENTER CARNES EVEREST LTDA|10262363000159|NULL|contador@tennessee.com.br|11|20102501|NULL|NULL
|SUPER LAPA CARNES E ROTISSERIE LTDA EPP|03246788000109|NULL|contador@tennessee.com.br|11|38342103|NULL|NULL
|CENTRAL DE CARNES BIG LTDA EPP|04049575000150|NULL|contador@tennessee.com.br|11|56228002|NULL|NULL
|TENNESSEE BARUERI CARNES LTDA|10947956000159|NULL|contador@tennessee.com.br|11|41683480|NULL|NULL
|TENNESSEE CARNES LTDA - EPP|05258106000103|NULL|nfe@prosoft.com.br|NULL|NULL|NULL|NULL
|COMERCIAL DE ALIMENTOS TENNESSEE LTDA|11501249000105|NULL|contador@tennessee.com.br|11|20184009|NULL|NULL
|MERCANTIL DE CARNE BIG OSASCO LTDA EPP|05343822000199|NULL|contador@tennessee.com.br|11|36542325|NULL|NULL
|MERCANTIL MAX CARNES LTDA EPP|05615689000182|NULL|datacenter@pronfe.com.br|11|50120935|NULL|NULL
|TENNESSEE PREMIUM ALIMENTOS LTDA EPP|12576446000148|NULL|contador@tennessee.com.br|11|20632429|NULL|NULL
|MERCANTIL REI DA CARNE LTDA EPP|05698003000164|NULL|contador@tennessee.com.br|11|36827005|NULL|NULL
|TENNESSEE VERGUEIRO CARNES LTDA EPP|12320394000144|NULL|contador@tennessee.com.br|11|50619255|NULL|NULL
|CENTRAL DE CARNES PREMIUM LTDA |96174271000132|NULL|contador@tennessee.com.br|11|27027994|NULL|NULL
|VICEN CARNES COM DE CARNES LTDA EPP|07049317000161|NULL|contador@tennessee.com.br|13|33521027|NULL|NULL
|TENNESSEE OSASCO CARNES LTDA|14671154000110|NULL|contador@tennesse.com.br|11|36568445|NULL|NULL
|NOVA TENNESSEE COMERCIO DE CARNES LTDA EPP|06539865000107|NULL|contador@tennessee.com.br|11|20628797|NULL|NULL
|TENNESSEE TABOAO CARNES LTDA|14690356000109|NULL|contador@tennessee.com.br|11|41733874|NULL|NULL
|CENTRAL DE CARNES TENNESSEE LTDA EPP|01424492000105|NULL|contador@tennessee.com.br|11|55312031|NULL|NULL
|CENTRAL DE CARNES SUPER 15 LTDA EPP|05287595000121|NULL|contador@tennessee.com.br|11|50733599|NULL|NULL
|TENNESSEE LITORAL COMERCIO DE CARNES LTDA EPP|07756280000101|NULL|contador@tennessee.com.br|11|34943087|NULL|NULL
|BELISSIMA CARNES LTDA EPP|07904981000140|NULL|contador@tennessee.com.br|11|33752347|NULL|NULL
|CENTER BOI NELORE COMERCIO DE CARNES LTDA |07399600000113|NULL|contador@tennessee.com.br|11|34682878|NULL|NULL
|IAS MEGATRONIKS AUTOMACAO E MANUTENCAO LTDA|12616737000112|NULL|ivair.alves3@ig.com.br|11|43054656|NULL|NULL
|KWANG SOO HWANG           |09528301000167|NULL|carismaaviamentos@bol.com.br|NULL|NULL|NULL|NULL
|Drogaria Santa Cruz Oratorio Ltda-EPP|05690897000146|NULL|ilson67@uol.com.br|NULL|27018100|NULL|NULL
|Drogaria Abella Ltda-EPP|47443635000127|NULL|ilson67@uol.com.br|NULL|27270106|NULL|NULL
|Drogaria Santa Cruz Paraguassu Ltda-EPP|07735786000134|NULL|ilson67@uol.com.br|NULL|27270810|NULL|NULL
|Paiva Irapuã Drogaria|04481707000118|NULL|ilson67@uol.com.br|NULL|27042120|NULL|NULL
|J.P. Irapuã Drogaria Ltda-EPP|02983653000163|NULL|ilson67@uol.com.br|NULL|27189945|NULL|NULL
|Drogaria Jose Augusto Ltda|61617833000190|NULL|ilson67@uol.com.br|NULL|29190955|NULL|NULL
|ALIANCE COMERCIO DE ESQUADRIAS LTDA ME|12883050000143|NULL|aliance_esquadrias@yahoo.com.br|11|27312549|NULL|NULL
|LANDES COMERCIAL IMPORTADORA E EXPORTADORA LTDA |08880624000233|NULL|aline@landes1.com.br|47|31218080|NULL|NULL
|Graz Comercio de peças e Locações|04556681000120|NULL|eugemiocruz@hotmail.com|NULL|NULL|NULL|NULL
|Drogaria Paiva Santos Ltda|11423915000126|NULL|poupamais@yahoo.com.br|NULL|29160002|NULL|NULL
|FOCO COMERCIO DE ACESSORIOS PARA VEICULOS LTDA - EPP|11274886000188|NULL|foco.acessorios@gmail.com|11|28031253|NULL|NULL
|VENDMANIA COM BRINQUEDOS LTDA ME|11187453000195|NULL|fernando.rensi@vendmania.com.br|11|38343473|NULL|NULL
|FRENTANO COMERCIO E PRODUTO ALIMENTOS LTDA |13134631000145|NULL|iascontabili@ig.com.br|11|39041020|NULL|NULL
|VF COMERCIO DE ARTIGOS DE VESTUARIO LT|15259894000106|NULL|vanessalotters@gmail.com|11|93586881|NULL|NULL
|JOAO PAES RAMOS NETO|15285607000132|NULL|jrneto.paes@gmail.com|11|78959977|NULL|NULL
|Supermercado Teste Ltda.|00000000000000|NULL|nfe@superteste.com.br|11|99887766|NULL|NULL
|ADERÊNCIA PISOS E REVESTIMENTO LTDA - ME|01604290000145|NULL|aderencia@nfe.com.br|11|23648172|NULL|NULL
|SE7E SISTEMAS|05942151000182|NULL|marcelo@se7esistemas.com.br|NULL|NULL|NULL|NULL
|ILVA CLEMENTINA BRITO-ME|13881737000102|NULL|korobet@ig.com.br|NULL|NULL|NULL|NULL
|ROSA S MED DROGARIA E PERFUMARIA LTDA-ME|07205854000153|NULL|rosasmed@nfe.com.br|11|23179054|NULL|NULL
|CASAGRANDE COMERCIO DE OLEOS LUBRIFICANTES LTDA ME|04137100000115|NULL|casagrande@backupxml.com.br|11|22735514|NULL|NULL
| AMPERSYSTEMS COMERCIO DE EQUIPAMENTOS DE SEGURANCA LTDA- M|07839203000115|NULL|ampersystems@backupxml.com.br|11|29112606|NULL|NULL
|VITRIPLAYS IND COM LT-ME|56283286000203|NULL|minimundi@minimundi.com.br|11|45514001|NULL|NULL
| CONFECÇÕES MIMEPS LTDA. - EPP |05933646000145|NULL|Mineps@oul.com.br|11|34530776|NULL|NULL
| ROAR MATERIAL PROMOCIONAL LTDA. - EPP |00615817000174|NULL|miriam@roar.com.br|11|36669392|NULL|NULL
|NOVA SAFRA COMERCIO DE BEBIDAS E EVENTOS LTDA|13524342000152|NULL|annahelena@novasafra.net.br|11|37046244|NULL|NULL
|SAINT PETER DECORAÇÕES LTDA-EPP|05300032000126|NULL|saintpeter@backupxml.com.br|11|33264597|NULL|NULL
|ESTETICAR AUTO CENTER MECANICA FUNILARIA PINTURA E AUTO PE|01052303000110|NULL|esteticar@backupxml.com.br|11|37917543|NULL|NULL
|DROGARIA CENTRAL BRAS LTDA-ME|05321529000120|NULL|centralbras@backupxml.com.br|11|26945672|NULL|NULL
|LUMAPE IND METALURGICA LTDA EPP|48057384000105|NULL|lumape@backupxml.com.br|11|23010877|NULL|NULL
| AMPEL COMERCIO DE EMBALAGENS SAO PAULO LTDA - ME|04367867000130|NULL|ampel@backupxml.com.br|11|20241228|NULL|NULL
|S F DOS SANTOS FRIOS E LATICINIOS - ME|10744596000198|NULL|serginhodalu@bol.com.br|11|94030026|NULL|NULL
|Drogaria Central Industrial LTDA - ME|49093461000145|NULL|centralindustrial@backupxml.com.br|11|27033914|NULL|NULL
|Drogaria Central Moraes Costa LTDA - EPP|62753355000109|NULL|centralmoraes@backupxml.com.br|11|27033914|NULL|NULL
|SUPER VISAO INDUSTRIA E COMERCIO DE GRADIL LTDA EPP|14794112000176|NULL|supervisaogradil@nfe.com.br|11|29191318|NULL|NULL
|MYKAHE COMERCIO DE ALIMENTOS LTDA - EPP|15449151000107|NULL|mykahe@hotmail.com|11|34532490|NULL|NULL
|TECNOTONNER COMERCIO DE MATERIAIS PARA INFORMATICA LTDA - EP|15459374000147|NULL|patricia@talktoner.com|11|41331313|NULL|NULL
|MQ1 YEEDAY COMERCIO ELETRONICO DO BRASIL LTDA |13256873000101|NULL|notafiscal@mequedouno.com.br|11|30934343|NULL|NULL
|KHALIL EL KHOURI EIRELI - ME|15237457000191|NULL|bella@nfe.com.br|NULL|NULL|NULL|NULL
|MIX PEÇAS PARA ELETRODIMÉSTICOS LTDA|07070144000163|NULL|mixpecas@uol.com.br|11|33628100|NULL|NULL
|Farma Capital Eireli - EPP|15224125000172|NULL|farmacapital@backuxml.com.br|11|NULL|NULL|NULL
|Amazzon Drogarias LTDA - ME|48487391000147|NULL|amazzon@backupxml.com.br|NULL|NULL|NULL|NULL
|Droga Tramanday|61524823000100|NULL|tramanday@backupxml.com.br|11|29172977|NULL|NULL
|NILSON APARECIDO FERREIRA EPP|13196124000136|NULL|nilson@admarmazenagem.com.br|11|36564404|NULL|NULL
|SOLID ESQUADRIAS ESPECIAIS LTDA ME|08062223000195|NULL|rodrigo@solidsystems.com.br|11|36668329|NULL|NULL
|RITMO DA MODA CONFECCOES INFANTIL LT-ME|72988710000182|NULL|ritmodamoda@backupxml.com.br|11|26719879|NULL|NULL
|ACR SISTEMAS INDUSTRIAIS LTDA|04632102000180|NULL|acr@nfe.com.br|11|41257845|NULL|NULL
|L'ARTE MOVEIS PLANEJADOS LTDA-ME|15425129000119|NULL|richardvdantas@yahoo.com.br|11|55171849|NULL|NULL
|DROGARIA DROGA 10 LT|61440137000151|NULL|droga10@backupxml.com.br|11|29183020|NULL|NULL
|DNP DISTRIBUIDORA NOBRELAR DE PEÇAS LTDA|62080924000100|NULL|nobrelar@nobrelarsp.com.br|11|33371111|NULL|NULL
|BRUNO ANDRADE FRANCO MOVEIS|15383827000107|NULL|financeiro@fmescritorio.com.br|11|33262965|NULL|NULL
|TRANSPORTADORA PENHENSE LTDA|62955596000130|NULL|nfe@penhense.com.br|11|29439911|NULL|NULL
|ORIGINAL LOCAÇÃO SERVIÇOS E PEÇAS PARA EMPILHADEIRAS LTDA|08880060000158|NULL|originalipiranga@terra.com.br|11|29142575|NULL|NULL
|TESTE EMPRESA|14405296000135|NULL|cassetariesportes@nfe.com.br|11|41253232|NULL|NULL
|CASSETTARI ARTIGOS ESPORTIVOS LTDA EPP|48616106000140|NULL|cassettari2004@yahoo.com.br|11|41253232|NULL|NULL
|RUI CARLOS JEMINEZ ME|03260911000146|NULL|rcjpromocional@ig.com.br|11|41616444|NULL|NULL
| CRYOSTAR DO BRASIL EQUIPAMENTOS ROTATIVOS &amp; CRIOGENICOS LT|10766817000129|NULL|cryostar@nfe.com.br|19|38761854|NULL|NULL
|ONCOCENTER SERVICOS MEDICOS LTDA. |04036348000190|NULL|oncocenter@backupxml.com.br|11|50525995|NULL|NULL
|DROGARIA SAO MIGUEL LT-ME|61349700000180|NULL|dsaomiguel@backupxml.com.br|11|29174899|NULL|NULL
|GLOBO OTICA LT-ME|52585353000102|NULL|globootica@backupxml.com.br|11|26747228|NULL|NULL
|SILVANIS ROQUE DA SILVA ME|01861299000131|NULL|silvanis@nfe.com.br|11|32075621|NULL|NULL
|RODRIGUES E LOPES ASSESSORIA CONTABIL E ADMINISTRATIVA SOCIE|06060591000179|NULL|rodrigues@nfe.com.br|11|25077811|NULL|NULL
|XTEX COMERCIO DE ROUPAS LTDA |15572519000111|NULL|mmorp07@gmail.com|NULL|NULL|NULL|NULL
| PRATICOLAR COMERCIO DE UTILIDADES PARA O LAR LTDA - ME|11634525000103|NULL|sac@praticolar.com.br|11|25320850|NULL|NULL
|WOODSTORE COMERCIO DE MOVEIS LTDA|15177600000105|NULL|woodstore@dirienzo.com.br|11|38044092|NULL|NULL
|SONHO DE AMOR CONFECCOES INFANTIS LT|59133884000103|NULL|sonho@backupxml.com.be|11|26952299|NULL|NULL
|ID Business Gestao Empresarial|12385091000100|NULL|igor@idbusiness.com.br|11|98358924|NULL|NULL
|Hasp Confeccoes LTDA - EPP|08460591000272|NULL|hasp1@nfe.com.br|NULL|NULL|NULL|NULL
|Hasp Confeccoes LTDA - EPP|08460591000191|NULL|hasp@nfe.com.br|11|32259363|NULL|NULL
|Lift Nutrition Ltda ME|13626598000170|NULL|vitor@essentia.com.br|48|33222311|NULL|NULL
|GUERIN SYSTEMS DO BRASIL COMERCIAL LTDA|67932046000110|NULL|guerin@rodrigueselopes.com.br|11|46166285|NULL|NULL
|Fradema Consultores Tributarios LTDA|32121543000153|NULL|fradema@nfe.com.br|21|22170600|NULL|NULL
|CONTEC INSTALACOES LTDA - EPP|04193404000108|NULL|arthur.fielassessoria@uol.com|11|39013437|NULL|NULL
|KAINOS INDUSTRIA E COMERCIO DE CONFECCOES LTDA|00358670000265|NULL|kainostricot@uol.com.br|11|26929030|NULL|NULL
|KAINOS INDUSTRIA E COMERCIO DE CONFECCOES LTDA|00358670000184|NULL|kainostricot@uol.com.br|11|26929015|NULL|NULL
|MODAS EDELVAIS LTDA |51200954000189|NULL|kainostricot@uol.com.br|11|26943003|NULL|NULL
|CONFECCOES DE ROUPAS SAMO LTDA|46926861000104|NULL|kainostricot@uol.com.br|11|26182569|NULL|NULL
|RICARDO CERRADES SAPOPEMBA-ME|02746008000127|NULL|ricardocerrades@backupxml.com.br|11|29625219|NULL|NULL
|OTICA DA PENHA LTDA|44919330000150|NULL|oticapenha@nfe.com.br|11|26464344|NULL|NULL
|CHOCOLATES HALLP'S LT-ME|57203028000143|NULL|bornal@nfe.com.br|11|26411785|NULL|NULL
|ANDREA FERNANDES DOS REIS - ME|12056211000125|NULL|bornal@nfe.com.br|11|26411785|NULL|NULL
|DMR ASSESSORIA &amp; CONSULTORIA LTDA. |02640939000146|NULL|dmr@nfe.com.br|11|31070192|NULL|NULL
|SOLDERSIDE ELETRONICA LTDA EPP|15520441000191|NULL|financeiro2@tec-ci.com.br|NULL|NULL|NULL|NULL
|Olga S. A. Aidar ME|15624403000189|NULL|vendas.solucao@terra.com.br|11|43069550|NULL|NULL
|Droga Suppi Ltda ME|62175989000121|NULL|rpiva01@gmail.com|NULL|NULL|NULL|NULL
|Oxypharma Farmacia e Manipulção de Produtos Farmaceuticos Lt|11399880000137|NULL|rpiva01@hotmail.com|NULL|NULL|NULL|NULL
|MODAS A VOCE LTDA|15516763000167|NULL|modasavoce@hotmail.com|11|22915098|NULL|NULL
|FERRARI E MOTA COMERCIO DE MOVEIS E ELETRODOMÉSTICOS LTDA|14747681000160|NULL|edilenaferrari@hotmail.com|11|49024052|NULL|NULL
|C S K CHO COMERCIO DE ACESSORIOS E BIJOUTERIAS LTDA|09451720000148|NULL|cskcho@nfe.com.br|11|33373735|NULL|NULL
|UNICA MOTORS COMERCIO DE VEICULOS LTDA|09209283000150|NULL|unica@dirienzo.com.br|NULL|NULL|NULL|NULL
|Adega dos Tres Importação Ltda|14107286000113|NULL|carolina@adegados3.com|NULL|NULL|NULL|NULL
|MARSIL EQUIPS COZINHAS PROFISSIONAIS LTDA ME|08098447000157|NULL|financeiro@acosmarsil.com.br|11|41870270|NULL|NULL
|RAQUEL LASCALA - ME|10506433000177|NULL|lascala@dirienzo.com.br|NULL|NULL|NULL|NULL
|CRISTINA DELLA PERUTA SILVA ME|05025840000122|NULL|cristinadella@nfe.com.br|11|26826777|NULL|NULL
|DINAQUIM IND COM DE PRODS QUIMICOS LT-ME|67228239000194|NULL|dinaquim@nfe.com.br|11|41783254|NULL|NULL
|Otica Cambuci Ltda|67646240000139|NULL|oticacambuci@hotmail.com|NULL|NULL|NULL|NULL
|Otica Pamplona Campolim Ltda EPP|09677198000117|NULL|oticacambuci@hotmail.com|NULL|NULL|NULL|NULL
|Centro Otico Pamplona Ltda EPP|01777674000160|NULL|oticocambuci@nfe.com.br|NULL|NULL|NULL|NULL
|A . KAJIMOTO GRAFICA E PAPELARIA LTDA - EPP|60621307000131|NULL|akajimoto@terra.com.br|11|32776787|NULL|NULL
|OSVALDO AYALA CHACOLLA - ME|14331402000183|NULL|osvaldo23_ayala@hotmail.com|11|26210752|NULL|NULL
|MARCELE GOES DE OLIVEIRA CORREIA - ESTILO SOB MEDIDA|12130304000152|NULL|marcele-goes@uol.com.br|11|26790250|NULL|NULL
|CAAMP - CENTRO AVANÇADO DE ATENDIMENTO E MANUTENÇÃO PAULISTA|09392142000116|NULL|marcos@caamp.com.br|11|29429104|NULL|NULL
|DIONICIO POMACAGUA RAMOS - RAMOS|13014680000144|NULL|edsonjavierdaddy@hotmail.com|11|29010848|NULL|NULL
|R M MARCENARIA E CARPINTARIA LTDA ME|01754587000197|NULL|rmmarcenaria@nfe.com.br|11|56115921|NULL|NULL
| DR FINDER INFORMATICA CIDADE DO ACO LTDA ME|15140232000112|NULL|nfe_aco@doctorfinder.com.br|24|3340769|NULL|NULL
|CASA DE MASSAS PROENCA LTDA|52128550000194|NULL|proenca@nfe.com.br|11|56212770|NULL|NULL
|FERNANDO VICENTE GONCALES - EPP|15743056000103|NULL|fernando@nfe.com.br|NULL|NULL|NULL|NULL
|CONDAIME LOCACAO DE EQUIPAMENTOS LTDA - ME |07430601000183|NULL|condaime@nfe.com.br|11|29429242|NULL|NULL
|MORADA DAS FRALDAS LTDA|15712370000129|NULL|moradadasfraldas@gmail.com|11|20623218|NULL|NULL
|SPECENG ENGENHARIA E FUNDACOES ESPECIAIS LTDA|02153174000110|NULL|specengengenharia@nfe.com.br|11|46161644|NULL|NULL
|MARTHA GALVAN BOHORQUEZ - ME|12727820000169|NULL|nfe@nfe.com.br|NULL|NULL|NULL|NULL
| LENIRA BRANDÃO SILVA GRINSPUM PRODUÇÕES  ME|04740911000106|NULL|lenirabsg@uol.com.br|NULL|NULL|NULL|NULL
|TK COURO INDUSTRIA E COMERCIO DE REVESTIMENTO EM COURO LTDA |01679972000117|NULL|janaina@tkcouro.com.br|11|56411658|NULL|NULL
|MEC-Q COMERCIO E SERVIÇOS DE METROLOGIA INDUSTRIAL LTDA|96513486000300|NULL|mec-q@nfe.com.br|15|32284099|NULL|NULL
|LUJO COMERCIO DE PECAS E ACESSORIOS PARA VEICULOS LTDA - ME|16383997000146|NULL|lujo@nfe.com.br|11|27475677|NULL|NULL
|ATRIUM ABRASIVOS LTDA ME|57017121000163|NULL|nfe@atriumabrasivos.com.br|NULL|NULL|NULL|NULL
|ECOFLEX - IMPORTACAO E EXPORTACAO DE MATERIAIS DE LIMPEZA LT|13878669000122|NULL|ecoflexltda@gmail.com|11|22253199|NULL|NULL
|MAGEFER COM IND DE FERRO E ACO LT|55453252000168|NULL|g.magefer@gmail.com|11|29579284|NULL|NULL
|JAMIL PEDRO MELKAM SOBRINHO ME|01317827000196|NULL|jamilbotoes@uol.com.br|NULL|NULL|NULL|NULL
|L. S. GUALDA AUTOMOTIVA - ME|61139986000170|NULL|dias.rodolfo@gmail.com|NULL|NULL|NULL|NULL
|SILMO COMERCIO DE AUTO PECAS LTDA - EPP|97554366000144|NULL|sergiosilmo@hotmail.com|11|78696861|NULL|NULL
|MR.KIDS COMERCIO DE BRINQUEDOS LTDA |15448512000192|NULL|mrkids@dirienzo.com.br|11|50582111|NULL|NULL
|JULIA CRUZ VILLCA -ME |14981134000145|NULL|julia.cruzme@hotmail.com.br|11|26219551|NULL|NULL
|PHOENIX PACK DISTRIBUIÇÃO E MANUSEIO LTDA - EPP|10169289000120|NULL|mayra@phoenixpack.com.br|11|41683089|NULL|NULL
|Adapt Consultoria Empresarial |00527848000173|NULL|airton@adaptinet.com.br|11|32939999|NULL|NULL
|ORGANIZAÇÃO CONTABIL PROGRESSO|60848488000133|NULL|leonardo.pacheco@progressocontabil.com.br|11|22713434|NULL|NULL
|PRINTER PLUS CONFECCOES LTDA - EPP|56870421000128|NULL|printerplus@terra.com.br|11|39041563|NULL|NULL
|DONNA INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME|56405996000170|NULL|gianvitiello@terra.com.br|NULL|NULL|NULL|NULL
|Divani e Fusco Restaurante Buffet e Com. de Alimentos Ltda.|09102446000100|NULL|fabricio@divaniefusco.com.br|11|30314698|NULL|NULL
|ANDRE VITOR DA SILVA CONTABILIDADE - ME |12502896000196|NULL|kscontabil@nfe.com.br|NULL|NULL|NULL|NULL
|JULIANA DOS SANTOS MARTINS ME|08097137000118|NULL|sensocontabil@hotmail.com|11|22325677|NULL|NULL
|WTS COURO|14166738000138|NULL|janaina@tkcouro.com.br|11|56411658|NULL|NULL
|GROVER CHOQUETICLLA CALLAHUARA - ME|12654254000102|NULL|groverchinex@hotmail.com|11|60877833|NULL|NULL
|MAGMA FILTROS INDUSTRIA E COMERCIO LTDA ME|02061994000181|NULL|contato@filtrossaopaulo.com.br|11|46763589|NULL|NULL
|JR BRASIL INDUSTRIA E COMERCIO DE PLASTICOS LTDA - ME |60951332000183|NULL|jrbrasil2009@uol.com.br|11|20153570|NULL|NULL
|MANOEL DA SILVA - ME|16716971000172|NULL|luizvcosta@yahoo.com.br|11|21166411|NULL|NULL
|Ed Hard |68574082000111|NULL|leandro@flordebali.com|11|29517972|NULL|NULL
|MARIA  JULIA DOS SANTOS  OLIVEIRA ME|14770635000182|NULL|BCVIES@gmail.com|NULL|NULL|NULL|NULL
|TOTAL CROMO DE ARTEFATOS DE METAIS LTDA EPP|08089135000187|NULL|fiscal@totalcromo.com.br|11|46447899|NULL|NULL
|Doce Spin Industria e Comercio de Confecções LTDA|12588096000130|NULL|docespin@gmail.com|11|32250489|NULL|NULL
